mario : ('Qc', '7s'). Ai : ('Ks', '5c')Floop: ['Kh', 'Js', 'Ah']. 
start : ('9s', '7s'). Ai : ('6c', '4h'). Floop: ['5d', 'Ah', '7c']. 
start : ('Ks', '10d'). Ai : ('Jh', '8d'). Floop: ['8h', 'Ac', 'Js']. 
start : ('9h', '4h'). Ai : ('Ad', 'Qc'). Floop: ['4s', '5h', '9d']. 
start : ('Js', '8c'). Ai : ('8h', '4h'). Floop: ['As', '9c', '4c']. 
start : ('10c', '3d'). Ai : ('5h', '3h'). Floop: ['2d', 'Js', 'Ks']. 
start : ('Ac', '8s'). Ai : ('7c', 'Ks'). Floop: ['10c', '6d', '5s']. 
start : ('4h', '7s'). Ai : ('5c', 'Qh'). Floop: ['9h', '7c', '4c']. 
start : ('6h', 'Jd'). Ai : ('Kh', 'Ah'). Floop: ['2h', '9c', '10d']. 
start : ('Qs', '6c'). Ai : ('9c', '8c'). Floop: ['10h', '2s', '8s']. 
start : ('4d', '4s'). Ai : ('2h', 'Ad'). Floop: ['2s', '9s', '4c']. 
start : ('As', '10d'). Ai : ('10h', '5h'). Floop: ['5d', 'Qh', '5c']. 
start : ('7h', '6s'). Ai : ('9d', '10d'). Floop: ['Qs', 'Jd', 'Js']. 
start : ('2s', '7h'). Ai : ('8s', '10d'). Floop: ['4d', '9c', 'Kc']. 
start : ('8s', '10h'). Ai : ('9d', 'As'). Floop: ['Ac', '5d', 'Ad']. 
start : ('4s', '3d'). Ai : ('Ac', '2s'). Floop: ['Qd', '9h', '6h']. 
start : ('Ad', '3h'). Ai : ('7s', '5h'). Floop: ['8h', '5c', 'Ah']. 
start : ('2s', '10s'). Ai : ('Ad', '7c'). Floop: ['8d', 'Js', '8c']. 
start : ('4c', '4s'). Ai : ('Qd', '6s'). Floop: ['7c', '9h', '2s']. 
start : ('Jd', '4s'). Ai : ('Ad', '6d'). Floop: ['Js', '10s', '4c']. 
start : ('Ah', 'Ac'). Ai : ('6d', '4d'). Floop: ['4s', '7s', '6c']. 
start : ('6d', '9s'). Ai : ('10c', 'Ad'). Floop: ['3h', '6c', '9c']. 
start : ('7d', 'Kd'). Ai : ('5h', '9c'). Floop: ['5d', 'Ah', '5c']. 
start : ('2d', '3h'). Ai : ('Qs', '7d'). Floop: ['Jc', '3d', '8s']. 
start : ('7s', '10h'). Ai : ('Ah', '10d'). Floop: ['Qd', '7c', '9h']. 
start : ('10d', '7d'). Ai : ('Ad', '3s'). Floop: ['9c', '6s', '2c']. 
start : ('Kd', '2d'). Ai : ('Qc', '6d'). Floop: ['Jc', '6s', '10c']. 
start : ('Ad', 'Kc'). Ai : ('9h', '6h'). Floop: ['9d', '7c', '4s']. 
mario : ('Qd', '2d'). Ai : ('2s', '3d'). Floop: ['5d', '5c', 'Jc']. 
start : ('Ad', '8d'). Ai : ('2d', '7d'). Floop: ['Jd', '3c', '5h']. 
start : ('Jc', '9d'). Ai : ('5s', '5c'). Floop: ['Kd', 'Kc', '2s']. 
start : ('9h', '5d'). Ai : ('8c', 'Jc'). Floop: ['Kc', 'Ad', 'Js']. 
mario : ('2h', '2s'). Ai : ('9c', '2d'). Floop: ['6d', '8s', 'Js']. 
mario : ('Qd', '6h'). Ai : ('Ah', '4h'). Floop: ['2c', '10h', 'Ks']. 
mario : None. Ai : None. Floop: ['6s', '8s', '4d']. 
mario : ('6d', '7c'). Ai : ('As', '6c'). Floop: ['Jd', '5s', 'Qd']. 
mario : ('5c', '2h'). Ai : ('4c', '9h'). Floop: ['5s', '5d', '6d']. 
